Vardas     Pavarde    ND1  ND2  ND3  ND4  ND5  Egzaminas
Vardas40676 Pavarde40676 6 10 7 1 9 9
Vardas40677 Pavarde40677 6 9 3 2 9 5
Vardas40678 Pavarde40678 7 1 9 4 1 4
Vardas40679 Pavarde40679 6 9 4 10 5 2
Vardas40680 Pavarde40680 8 6 8 9 4 7
Vardas40681 Pavarde40681 9 8 1 3 1 4
Vardas40682 Pavarde40682 9 1 1 1 10 9
Vardas40683 Pavarde40683 4 3 3 6 1 4
Vardas40684 Pavarde40684 1 3 10 2 6 7
Vardas40685 Pavarde40685 8 4 1 4 5 5
Vardas40686 Pavarde40686 5 1 2 8 7 3
Vardas40687 Pavarde40687 7 1 4 6 10 8
Vardas40688 Pavarde40688 6 6 2 4 6 8
Vardas40689 Pavarde40689 6 4 7 9 1 7
Vardas40690 Pavarde40690 10 9 2 8 2 7
Vardas40691 Pavarde40691 10 6 10 5 5 6
Vardas40692 Pavarde40692 6 2 2 10 8 5
Vardas40693 Pavarde40693 5 8 6 4 7 1
Vardas40694 Pavarde40694 8 6 1 6 7 6
Vardas40695 Pavarde40695 1 6 3 10 9 10
Vardas40696 Pavarde40696 9 6 4 4 5 8
Vardas40697 Pavarde40697 3 3 2 10 4 3
Vardas40698 Pavarde40698 3 3 3 2 8 7
Vardas40699 Pavarde40699 7 7 9 3 8 5
Vardas40700 Pavarde40700 3 4 1 10 8 3
Vardas40701 Pavarde40701 7 10 5 3 9 9
Vardas40702 Pavarde40702 10 1 4 7 7 5
Vardas40703 Pavarde40703 5 2 6 6 6 3
Vardas40704 Pavarde40704 2 10 1 1 6 7
Vardas40705 Pavarde40705 3 10 5 8 6 7
Vardas40706 Pavarde40706 8 9 9 6 10 10
Vardas40707 Pavarde40707 6 2 9 8 5 10
Vardas40708 Pavarde40708 9 3 7 10 9 9
Vardas40709 Pavarde40709 7 5 1 4 3 4
Vardas40710 Pavarde40710 3 10 4 9 6 7
Vardas40711 Pavarde40711 4 10 3 2 9 6
Vardas40712 Pavarde40712 7 2 6 9 9 3
Vardas40713 Pavarde40713 1 8 7 9 5 10
Vardas40714 Pavarde40714 9 3 5 7 9 10
Vardas40715 Pavarde40715 2 2 2 10 5 4
Vardas40716 Pavarde40716 6 5 7 5 4 3
Vardas40717 Pavarde40717 6 8 2 8 5 9
Vardas40718 Pavarde40718 6 9 4 10 1 1
Vardas40719 Pavarde40719 1 4 7 10 9 1
Vardas40720 Pavarde40720 3 3 6 10 2 4
Vardas40721 Pavarde40721 5 10 2 7 3 6
Vardas40722 Pavarde40722 9 3 10 5 7 5
Vardas40723 Pavarde40723 1 6 3 3 6 8
Vardas40724 Pavarde40724 3 8 8 10 9 9
Vardas40725 Pavarde40725 2 7 3 8 1 9
Vardas40726 Pavarde40726 6 7 6 3 3 4
Vardas40727 Pavarde40727 9 4 5 4 10 6
Vardas40728 Pavarde40728 6 8 10 4 2 5
Vardas40729 Pavarde40729 7 4 8 2 10 6
Vardas40730 Pavarde40730 10 8 7 6 4 8
Vardas40731 Pavarde40731 10 3 1 8 5 3
Vardas40732 Pavarde40732 4 10 5 2 7 9
Vardas40733 Pavarde40733 8 5 4 9 6 10
Vardas40734 Pavarde40734 7 1 9 10 5 10
Vardas40735 Pavarde40735 6 8 9 9 8 7
Vardas40736 Pavarde40736 4 10 6 9 3 1
Vardas40737 Pavarde40737 2 10 2 6 2 2
Vardas40738 Pavarde40738 2 2 5 6 2 1
Vardas40739 Pavarde40739 2 9 9 9 9 8
Vardas40740 Pavarde40740 9 4 7 1 10 2
Vardas40741 Pavarde40741 2 6 1 2 2 3
Vardas40742 Pavarde40742 9 9 2 6 2 4
Vardas40743 Pavarde40743 8 4 1 10 7 9
Vardas40744 Pavarde40744 9 8 4 3 9 8
Vardas40745 Pavarde40745 9 4 10 6 5 10
Vardas40746 Pavarde40746 10 10 9 8 10 10
Vardas40747 Pavarde40747 3 9 7 5 5 10
Vardas40748 Pavarde40748 3 4 4 9 3 5
Vardas40749 Pavarde40749 1 1 8 7 9 8
Vardas40750 Pavarde40750 9 9 4 5 4 10
Vardas40751 Pavarde40751 3 3 1 10 7 5
Vardas40752 Pavarde40752 2 6 10 6 5 5
Vardas40753 Pavarde40753 6 8 7 10 1 4
Vardas40754 Pavarde40754 8 9 4 3 4 5
Vardas40755 Pavarde40755 5 5 7 6 10 3
Vardas40756 Pavarde40756 6 10 8 1 7 2
Vardas40757 Pavarde40757 2 5 9 6 2 4
Vardas40758 Pavarde40758 2 10 9 2 4 5
Vardas40759 Pavarde40759 8 8 6 3 10 4
Vardas40760 Pavarde40760 7 4 7 3 5 1
Vardas40761 Pavarde40761 2 3 9 1 4 1
Vardas40762 Pavarde40762 10 6 6 2 3 3
Vardas40763 Pavarde40763 3 4 10 10 6 4
Vardas40764 Pavarde40764 8 4 2 6 3 2
Vardas40765 Pavarde40765 2 6 10 4 7 4
Vardas40766 Pavarde40766 2 6 1 3 5 10
Vardas40767 Pavarde40767 9 10 2 7 8 4
Vardas40768 Pavarde40768 10 7 7 5 1 5
Vardas40769 Pavarde40769 2 6 6 9 8 6
Vardas40770 Pavarde40770 1 9 8 4 4 3
Vardas40771 Pavarde40771 2 9 5 1 5 7
Vardas40772 Pavarde40772 7 1 6 2 8 5
Vardas40773 Pavarde40773 1 5 5 4 4 9
Vardas40774 Pavarde40774 2 4 4 7 7 5
Vardas40775 Pavarde40775 8 3 4 9 9 6
Vardas40776 Pavarde40776 9 5 7 4 2 4
Vardas40777 Pavarde40777 9 4 6 6 4 6
Vardas40778 Pavarde40778 5 4 5 6 9 1
Vardas40779 Pavarde40779 2 4 6 4 5 9
Vardas40780 Pavarde40780 2 3 10 4 1 7
Vardas40781 Pavarde40781 8 10 7 7 9 4
Vardas40782 Pavarde40782 6 3 4 4 7 2
Vardas40783 Pavarde40783 1 8 2 7 4 10
Vardas40784 Pavarde40784 8 4 3 5 10 7
Vardas40785 Pavarde40785 8 8 6 9 2 2
Vardas40786 Pavarde40786 9 5 8 1 2 5
Vardas40787 Pavarde40787 5 1 4 5 6 5
Vardas40788 Pavarde40788 8 1 7 5 1 9
Vardas40789 Pavarde40789 5 3 1 9 3 5
Vardas40790 Pavarde40790 5 10 5 7 10 5
Vardas40791 Pavarde40791 5 9 5 5 10 4
Vardas40792 Pavarde40792 5 4 3 6 3 3
Vardas40793 Pavarde40793 1 3 8 4 6 9
Vardas40794 Pavarde40794 5 2 7 1 1 10
Vardas40795 Pavarde40795 8 10 10 4 10 2
Vardas40796 Pavarde40796 8 7 2 9 8 1
Vardas40797 Pavarde40797 9 3 3 8 3 6
Vardas40798 Pavarde40798 9 9 8 7 7 4
Vardas40799 Pavarde40799 9 1 4 4 7 9
Vardas40800 Pavarde40800 4 2 4 10 10 9
Vardas40801 Pavarde40801 6 3 6 2 9 4
Vardas40802 Pavarde40802 7 6 9 4 2 6
Vardas40803 Pavarde40803 6 5 7 10 8 9
Vardas40804 Pavarde40804 3 5 1 8 7 1
Vardas40805 Pavarde40805 2 2 3 6 2 8
Vardas40806 Pavarde40806 3 8 4 8 3 9
Vardas40807 Pavarde40807 5 8 10 9 3 10
Vardas40808 Pavarde40808 5 8 7 8 8 2
Vardas40809 Pavarde40809 7 9 6 5 2 7
Vardas40810 Pavarde40810 4 10 8 7 4 6
Vardas40811 Pavarde40811 9 6 2 8 5 3
Vardas40812 Pavarde40812 1 4 3 5 4 10
Vardas40813 Pavarde40813 7 7 7 3 10 5
Vardas40814 Pavarde40814 4 8 2 6 9 3
Vardas40815 Pavarde40815 8 9 5 2 7 2
Vardas40816 Pavarde40816 7 9 3 6 7 4
Vardas40817 Pavarde40817 3 2 4 3 5 5
Vardas40818 Pavarde40818 1 8 1 5 8 3
Vardas40819 Pavarde40819 3 1 9 1 3 6
Vardas40820 Pavarde40820 10 8 3 5 2 4
Vardas40821 Pavarde40821 10 4 7 8 9 6
Vardas40822 Pavarde40822 5 4 9 3 3 6
Vardas40823 Pavarde40823 6 9 2 5 7 10
Vardas40824 Pavarde40824 6 6 2 6 7 3
Vardas40825 Pavarde40825 10 9 10 9 9 9
Vardas40826 Pavarde40826 8 10 4 10 9 8
Vardas40827 Pavarde40827 10 4 5 1 5 3
Vardas40828 Pavarde40828 2 7 8 1 9 5
Vardas40829 Pavarde40829 9 5 3 2 5 1
Vardas40830 Pavarde40830 4 10 7 9 1 9
Vardas40831 Pavarde40831 2 6 3 5 7 1
Vardas40832 Pavarde40832 2 2 8 6 1 8
Vardas40833 Pavarde40833 8 5 8 7 10 1
Vardas40834 Pavarde40834 9 8 3 4 5 10
Vardas40835 Pavarde40835 7 1 1 4 4 7
Vardas40836 Pavarde40836 7 6 3 3 9 9
Vardas40837 Pavarde40837 3 2 6 4 8 8
Vardas40838 Pavarde40838 6 4 10 3 4 2
Vardas40839 Pavarde40839 1 3 4 1 4 9
Vardas40840 Pavarde40840 10 8 7 10 2 9
Vardas40841 Pavarde40841 9 4 7 2 7 3
Vardas40842 Pavarde40842 10 6 7 9 4 1
Vardas40843 Pavarde40843 2 9 10 10 5 1
Vardas40844 Pavarde40844 3 3 2 1 3 3
Vardas40845 Pavarde40845 7 4 2 10 7 10
Vardas40846 Pavarde40846 1 7 2 9 6 2
Vardas40847 Pavarde40847 5 10 8 9 6 10
Vardas40848 Pavarde40848 2 8 3 4 3 10
Vardas40849 Pavarde40849 2 5 1 10 1 7
Vardas40850 Pavarde40850 2 3 6 2 6 6
Vardas40851 Pavarde40851 8 10 2 5 9 4
Vardas40852 Pavarde40852 7 7 7 9 9 6
Vardas40853 Pavarde40853 9 6 1 1 3 4
Vardas40854 Pavarde40854 10 10 5 7 5 4
Vardas40855 Pavarde40855 9 4 2 7 7 3
Vardas40856 Pavarde40856 4 9 7 1 7 8
Vardas40857 Pavarde40857 8 4 10 5 5 4
Vardas40858 Pavarde40858 5 9 4 6 10 5
Vardas40859 Pavarde40859 9 3 6 5 1 10
Vardas40860 Pavarde40860 1 5 9 10 7 4
Vardas40861 Pavarde40861 2 8 5 1 8 1
Vardas40862 Pavarde40862 10 5 3 4 2 5
Vardas40863 Pavarde40863 5 7 4 1 6 9
Vardas40864 Pavarde40864 8 10 9 5 6 1
Vardas40865 Pavarde40865 10 10 2 8 9 10
Vardas40866 Pavarde40866 8 1 9 3 3 6
Vardas40867 Pavarde40867 5 6 8 3 5 5
Vardas40868 Pavarde40868 3 6 2 3 4 5
Vardas40869 Pavarde40869 10 8 3 8 8 9
Vardas40870 Pavarde40870 10 10 7 3 8 8
Vardas40871 Pavarde40871 3 9 8 9 7 10
Vardas40872 Pavarde40872 8 6 10 6 4 7
Vardas40873 Pavarde40873 10 10 3 4 1 4
Vardas40874 Pavarde40874 5 5 8 6 7 8
Vardas40875 Pavarde40875 1 1 3 10 8 6
Vardas40876 Pavarde40876 6 7 2 6 1 4
Vardas40877 Pavarde40877 9 3 6 2 9 5
Vardas40878 Pavarde40878 6 3 1 10 8 4
Vardas40879 Pavarde40879 5 7 3 8 4 5
Vardas40880 Pavarde40880 2 9 8 4 10 2
Vardas40881 Pavarde40881 10 1 10 5 10 2
Vardas40882 Pavarde40882 9 4 7 9 10 7
Vardas40883 Pavarde40883 5 7 2 8 10 8
Vardas40884 Pavarde40884 8 2 2 10 8 2
Vardas40885 Pavarde40885 10 9 6 1 10 1
Vardas40886 Pavarde40886 2 4 6 3 9 9
Vardas40887 Pavarde40887 5 5 6 4 10 2
Vardas40888 Pavarde40888 8 8 9 1 10 4
Vardas40889 Pavarde40889 8 6 1 1 6 3
Vardas40890 Pavarde40890 10 8 5 3 4 8
Vardas40891 Pavarde40891 2 7 9 6 4 9
Vardas40892 Pavarde40892 7 2 4 10 9 7
Vardas40893 Pavarde40893 7 10 10 10 4 7
Vardas40894 Pavarde40894 10 1 5 10 4 5
Vardas40895 Pavarde40895 1 10 7 6 2 6
Vardas40896 Pavarde40896 3 9 9 8 8 8
Vardas40897 Pavarde40897 6 5 9 1 7 4
Vardas40898 Pavarde40898 4 7 1 4 3 3
Vardas40899 Pavarde40899 4 5 7 1 2 1
Vardas40900 Pavarde40900 4 10 3 9 5 1
Vardas40901 Pavarde40901 8 6 7 7 5 7
Vardas40902 Pavarde40902 7 9 2 8 7 5
Vardas40903 Pavarde40903 7 9 5 4 6 6
Vardas40904 Pavarde40904 9 8 4 3 10 6
Vardas40905 Pavarde40905 6 4 7 2 1 10
Vardas40906 Pavarde40906 4 3 1 3 9 7
Vardas40907 Pavarde40907 9 9 8 4 8 10
Vardas40908 Pavarde40908 1 10 1 8 6 8
Vardas40909 Pavarde40909 4 10 1 4 1 5
Vardas40910 Pavarde40910 8 9 3 9 8 9
Vardas40911 Pavarde40911 5 3 5 9 7 3
Vardas40912 Pavarde40912 10 6 4 10 1 5
Vardas40913 Pavarde40913 10 8 1 6 7 1
Vardas40914 Pavarde40914 8 10 7 7 4 3
Vardas40915 Pavarde40915 9 1 4 3 4 4
Vardas40916 Pavarde40916 10 6 1 4 8 1
Vardas40917 Pavarde40917 1 4 5 10 6 2
Vardas40918 Pavarde40918 9 3 2 6 8 3
Vardas40919 Pavarde40919 4 10 10 5 5 7
Vardas40920 Pavarde40920 5 6 7 5 10 7
Vardas40921 Pavarde40921 6 10 10 6 4 8
Vardas40922 Pavarde40922 1 2 10 5 9 5
Vardas40923 Pavarde40923 10 10 9 7 8 9
Vardas40924 Pavarde40924 1 2 6 5 1 6
Vardas40925 Pavarde40925 1 6 9 5 3 6
Vardas40926 Pavarde40926 8 5 1 7 4 4
Vardas40927 Pavarde40927 10 3 9 2 5 6
Vardas40928 Pavarde40928 6 8 7 5 3 2
Vardas40929 Pavarde40929 6 5 5 3 1 2
Vardas40930 Pavarde40930 10 9 1 6 4 7
Vardas40931 Pavarde40931 5 5 1 8 2 5
Vardas40932 Pavarde40932 8 5 9 9 6 7
Vardas40933 Pavarde40933 6 4 3 1 9 2
Vardas40934 Pavarde40934 7 7 8 10 5 10
Vardas40935 Pavarde40935 8 10 3 8 6 8
Vardas40936 Pavarde40936 3 2 8 7 2 8
Vardas40937 Pavarde40937 9 4 3 9 1 7
Vardas40938 Pavarde40938 8 10 1 5 10 1
Vardas40939 Pavarde40939 1 7 6 1 2 10
Vardas40940 Pavarde40940 6 2 9 1 8 8
Vardas40941 Pavarde40941 3 4 3 4 7 4
Vardas40942 Pavarde40942 6 7 9 4 2 6
Vardas40943 Pavarde40943 10 1 4 8 6 9
Vardas40944 Pavarde40944 5 10 1 9 2 9
Vardas40945 Pavarde40945 8 8 1 8 4 8
Vardas40946 Pavarde40946 7 8 9 1 4 6
Vardas40947 Pavarde40947 1 3 9 10 2 1
Vardas40948 Pavarde40948 7 7 1 7 4 2
Vardas40949 Pavarde40949 2 2 5 2 7 4
Vardas40950 Pavarde40950 2 1 7 2 2 8
Vardas40951 Pavarde40951 4 9 3 2 2 1
Vardas40952 Pavarde40952 5 2 8 9 10 9
Vardas40953 Pavarde40953 10 9 3 7 2 3
Vardas40954 Pavarde40954 3 1 10 5 3 7
Vardas40955 Pavarde40955 6 7 5 10 8 3
Vardas40956 Pavarde40956 9 5 2 4 2 10
Vardas40957 Pavarde40957 9 6 6 6 9 4
Vardas40958 Pavarde40958 8 2 8 4 1 5
Vardas40959 Pavarde40959 2 8 4 7 7 3
Vardas40960 Pavarde40960 5 6 5 3 5 8
Vardas40961 Pavarde40961 6 1 2 3 10 5
Vardas40962 Pavarde40962 3 1 8 5 10 4
Vardas40963 Pavarde40963 9 10 7 4 9 6
Vardas40964 Pavarde40964 3 9 4 2 8 6
Vardas40965 Pavarde40965 1 4 7 3 9 1
Vardas40966 Pavarde40966 9 7 5 3 9 8
Vardas40967 Pavarde40967 9 8 1 9 7 9
Vardas40968 Pavarde40968 3 8 6 3 2 2
Vardas40969 Pavarde40969 4 5 4 5 8 2
Vardas40970 Pavarde40970 8 9 9 7 10 8
Vardas40971 Pavarde40971 2 7 7 2 4 5
Vardas40972 Pavarde40972 10 6 7 4 4 9
Vardas40973 Pavarde40973 9 2 6 4 5 2
Vardas40974 Pavarde40974 2 9 4 6 3 1
Vardas40975 Pavarde40975 6 3 6 5 1 8
Vardas40976 Pavarde40976 4 7 7 8 5 10
Vardas40977 Pavarde40977 6 10 3 10 1 3
Vardas40978 Pavarde40978 8 1 1 3 4 9
Vardas40979 Pavarde40979 9 7 4 6 8 1
Vardas40980 Pavarde40980 10 2 5 6 1 9
Vardas40981 Pavarde40981 6 8 1 10 9 3
Vardas40982 Pavarde40982 8 9 7 5 8 7
Vardas40983 Pavarde40983 1 5 6 4 7 2
Vardas40984 Pavarde40984 1 4 5 5 6 9
Vardas40985 Pavarde40985 7 2 6 7 9 1
Vardas40986 Pavarde40986 6 10 2 2 6 9
Vardas40987 Pavarde40987 1 2 6 8 7 10
Vardas40988 Pavarde40988 9 1 5 4 5 1
Vardas40989 Pavarde40989 4 9 9 4 6 9
Vardas40990 Pavarde40990 1 2 10 3 1 9
Vardas40991 Pavarde40991 9 4 6 6 3 3
Vardas40992 Pavarde40992 3 1 1 4 8 6
Vardas40993 Pavarde40993 6 4 7 2 6 7
Vardas40994 Pavarde40994 7 6 6 2 4 10
Vardas40995 Pavarde40995 6 3 10 6 6 4
Vardas40996 Pavarde40996 9 7 6 2 4 10
Vardas40997 Pavarde40997 2 9 3 9 2 1
Vardas40998 Pavarde40998 2 8 6 9 2 7
Vardas40999 Pavarde40999 6 9 4 7 3 3
Vardas41000 Pavarde41000 3 4 5 5 1 6
Vardas41001 Pavarde41001 9 1 6 10 2 2
Vardas41002 Pavarde41002 9 1 4 10 4 10
Vardas41003 Pavarde41003 5 9 9 6 8 2
Vardas41004 Pavarde41004 6 8 3 8 8 9
Vardas41005 Pavarde41005 5 6 5 10 10 9
Vardas41006 Pavarde41006 5 4 9 5 5 5
Vardas41007 Pavarde41007 3 9 7 5 2 9
Vardas41008 Pavarde41008 6 5 7 1 2 7
Vardas41009 Pavarde41009 3 7 4 6 9 2
Vardas41010 Pavarde41010 10 5 10 9 2 2
Vardas41011 Pavarde41011 1 5 2 7 5 8
Vardas41012 Pavarde41012 6 6 9 5 2 9
Vardas41013 Pavarde41013 6 8 2 6 7 1
Vardas41014 Pavarde41014 6 9 10 4 9 2
Vardas41015 Pavarde41015 5 1 9 6 9 3
Vardas41016 Pavarde41016 9 6 1 3 7 1
Vardas41017 Pavarde41017 9 7 10 10 3 2
Vardas41018 Pavarde41018 5 7 2 7 3 5
Vardas41019 Pavarde41019 9 7 7 10 2 10
Vardas41020 Pavarde41020 7 7 9 7 6 8
Vardas41021 Pavarde41021 10 9 8 9 4 7
Vardas41022 Pavarde41022 7 1 9 9 1 7
Vardas41023 Pavarde41023 9 10 1 8 8 10
Vardas41024 Pavarde41024 5 3 2 9 5 4
Vardas41025 Pavarde41025 2 4 10 9 10 6
Vardas41026 Pavarde41026 2 5 2 10 1 9
Vardas41027 Pavarde41027 10 6 10 2 2 10
Vardas41028 Pavarde41028 10 2 3 5 1 5
Vardas41029 Pavarde41029 9 5 7 6 6 4
Vardas41030 Pavarde41030 4 5 8 4 6 4
Vardas41031 Pavarde41031 5 7 6 1 7 8
Vardas41032 Pavarde41032 4 6 5 5 4 3
Vardas41033 Pavarde41033 8 5 9 8 7 6
Vardas41034 Pavarde41034 6 6 5 8 6 10
Vardas41035 Pavarde41035 3 1 7 4 10 10
Vardas41036 Pavarde41036 10 6 7 9 8 3
Vardas41037 Pavarde41037 9 3 3 6 1 9
Vardas41038 Pavarde41038 5 3 8 2 6 3
Vardas41039 Pavarde41039 5 8 1 9 8 10
Vardas41040 Pavarde41040 9 4 1 2 8 8
Vardas41041 Pavarde41041 7 8 7 2 6 8
Vardas41042 Pavarde41042 5 8 1 9 4 1
Vardas41043 Pavarde41043 8 3 9 3 6 8
Vardas41044 Pavarde41044 1 8 6 1 10 2
Vardas41045 Pavarde41045 2 4 3 5 4 5
Vardas41046 Pavarde41046 6 4 10 7 7 3
Vardas41047 Pavarde41047 8 2 8 3 2 8
Vardas41048 Pavarde41048 10 10 10 9 9 1
Vardas41049 Pavarde41049 10 3 8 5 5 6
Vardas41050 Pavarde41050 10 10 1 8 5 10
Vardas41051 Pavarde41051 7 9 6 9 10 2
Vardas41052 Pavarde41052 7 3 3 4 3 9
Vardas41053 Pavarde41053 8 9 1 9 7 10
Vardas41054 Pavarde41054 5 10 9 6 1 7
Vardas41055 Pavarde41055 5 2 5 4 5 7
Vardas41056 Pavarde41056 3 5 4 6 6 10
Vardas41057 Pavarde41057 3 8 5 1 10 7
Vardas41058 Pavarde41058 3 7 2 10 9 5
Vardas41059 Pavarde41059 2 8 9 4 5 4
Vardas41060 Pavarde41060 1 3 1 9 1 3
Vardas41061 Pavarde41061 10 6 10 8 10 10
Vardas41062 Pavarde41062 4 4 3 7 6 10
Vardas41063 Pavarde41063 10 8 4 2 5 5
Vardas41064 Pavarde41064 8 3 5 5 5 8
Vardas41065 Pavarde41065 1 1 9 10 7 5
Vardas41066 Pavarde41066 4 7 2 6 5 2
Vardas41067 Pavarde41067 6 9 3 5 4 9
Vardas41068 Pavarde41068 1 6 10 5 5 2
Vardas41069 Pavarde41069 5 3 9 7 9 4
Vardas41070 Pavarde41070 10 8 10 6 3 2
Vardas41071 Pavarde41071 2 5 1 2 2 6
Vardas41072 Pavarde41072 9 8 5 2 2 9
Vardas41073 Pavarde41073 8 2 6 4 4 4
Vardas41074 Pavarde41074 1 8 10 5 9 5
Vardas41075 Pavarde41075 3 9 3 2 5 7
Vardas41076 Pavarde41076 1 3 1 1 1 8
Vardas41077 Pavarde41077 1 10 9 7 6 6
Vardas41078 Pavarde41078 1 6 6 2 7 2
Vardas41079 Pavarde41079 8 9 3 5 2 10
Vardas41080 Pavarde41080 10 2 5 2 2 8
Vardas41081 Pavarde41081 3 1 5 9 2 3
Vardas41082 Pavarde41082 5 1 7 8 7 1
Vardas41083 Pavarde41083 8 1 1 2 10 5
Vardas41084 Pavarde41084 3 4 7 2 3 1
Vardas41085 Pavarde41085 2 4 8 2 4 2
Vardas41086 Pavarde41086 5 4 10 10 2 3
Vardas41087 Pavarde41087 7 10 5 2 7 4
Vardas41088 Pavarde41088 8 5 6 8 4 3
Vardas41089 Pavarde41089 9 2 4 4 4 6
Vardas41090 Pavarde41090 6 5 9 10 5 6
Vardas41091 Pavarde41091 4 7 9 9 1 10
Vardas41092 Pavarde41092 9 1 3 5 1 6
Vardas41093 Pavarde41093 8 5 2 10 3 3
Vardas41094 Pavarde41094 4 4 6 4 6 7
Vardas41095 Pavarde41095 7 9 5 3 8 4
Vardas41096 Pavarde41096 2 5 10 7 7 1
Vardas41097 Pavarde41097 7 2 10 9 9 10
Vardas41098 Pavarde41098 1 7 3 9 5 7
Vardas41099 Pavarde41099 4 4 3 2 9 2
Vardas41100 Pavarde41100 1 9 5 9 6 6
Vardas41101 Pavarde41101 8 9 6 2 3 10
Vardas41102 Pavarde41102 5 9 5 5 2 10
Vardas41103 Pavarde41103 7 3 3 2 10 8
Vardas41104 Pavarde41104 2 8 4 1 9 10
Vardas41105 Pavarde41105 10 9 4 5 6 6
Vardas41106 Pavarde41106 6 2 9 3 8 9
Vardas41107 Pavarde41107 7 3 4 3 9 9
Vardas41108 Pavarde41108 8 4 2 9 1 10
Vardas41109 Pavarde41109 1 10 4 8 8 9
Vardas41110 Pavarde41110 4 3 8 9 7 7
Vardas41111 Pavarde41111 8 6 1 5 4 8
Vardas41112 Pavarde41112 6 7 4 5 4 9
Vardas41113 Pavarde41113 8 6 1 8 8 3
Vardas41114 Pavarde41114 7 1 7 6 8 1
Vardas41115 Pavarde41115 8 1 6 6 9 4
Vardas41116 Pavarde41116 2 1 4 3 4 4
Vardas41117 Pavarde41117 8 6 10 6 3 3
Vardas41118 Pavarde41118 6 5 5 2 7 3
Vardas41119 Pavarde41119 3 4 1 1 8 9
Vardas41120 Pavarde41120 2 5 3 5 7 9
Vardas41121 Pavarde41121 5 2 4 2 9 2
Vardas41122 Pavarde41122 10 7 4 9 3 3
Vardas41123 Pavarde41123 8 3 7 8 1 4
Vardas41124 Pavarde41124 10 1 10 1 6 4
Vardas41125 Pavarde41125 7 9 8 10 7 1
Vardas41126 Pavarde41126 7 4 4 9 8 3
Vardas41127 Pavarde41127 2 5 1 1 8 1
Vardas41128 Pavarde41128 8 4 8 9 4 3
Vardas41129 Pavarde41129 7 4 9 9 10 10
Vardas41130 Pavarde41130 1 7 9 6 3 5
Vardas41131 Pavarde41131 6 3 8 1 5 9
Vardas41132 Pavarde41132 4 9 2 1 3 8
Vardas41133 Pavarde41133 3 4 1 4 9 6
Vardas41134 Pavarde41134 9 5 9 1 10 5
Vardas41135 Pavarde41135 3 3 7 6 4 1
Vardas41136 Pavarde41136 1 9 9 10 8 2
Vardas41137 Pavarde41137 10 3 9 4 1 1
Vardas41138 Pavarde41138 8 8 2 5 2 5
Vardas41139 Pavarde41139 8 9 6 6 2 8
Vardas41140 Pavarde41140 3 10 6 8 4 2
Vardas41141 Pavarde41141 9 3 4 8 1 10
Vardas41142 Pavarde41142 9 6 2 2 2 2
Vardas41143 Pavarde41143 5 6 2 3 4 6
Vardas41144 Pavarde41144 4 6 4 10 10 5
Vardas41145 Pavarde41145 1 6 9 8 1 4
Vardas41146 Pavarde41146 5 9 9 4 3 4
Vardas41147 Pavarde41147 4 9 9 6 6 10
Vardas41148 Pavarde41148 10 5 10 10 1 1
Vardas41149 Pavarde41149 2 5 5 7 6 8
Vardas41150 Pavarde41150 4 5 1 3 1 9
Vardas41151 Pavarde41151 7 7 7 9 7 4
Vardas41152 Pavarde41152 7 2 8 7 6 10
Vardas41153 Pavarde41153 8 4 10 8 5 6
Vardas41154 Pavarde41154 4 7 8 3 10 7
Vardas41155 Pavarde41155 9 5 2 10 5 6
Vardas41156 Pavarde41156 5 9 8 5 9 4
Vardas41157 Pavarde41157 4 9 10 4 5 5
Vardas41158 Pavarde41158 10 3 1 8 7 3
Vardas41159 Pavarde41159 7 9 10 5 7 6
Vardas41160 Pavarde41160 10 6 2 5 10 8
Vardas41161 Pavarde41161 3 7 7 7 5 6
Vardas41162 Pavarde41162 2 9 3 3 8 5
Vardas41163 Pavarde41163 6 10 1 10 3 6
Vardas41164 Pavarde41164 10 9 9 4 7 5
Vardas41165 Pavarde41165 8 7 6 9 3 9
Vardas41166 Pavarde41166 3 1 5 6 8 3
Vardas41167 Pavarde41167 10 5 3 1 1 8
Vardas41168 Pavarde41168 10 10 4 3 9 3
Vardas41169 Pavarde41169 2 3 3 10 4 4
Vardas41170 Pavarde41170 7 10 6 9 6 7
Vardas41171 Pavarde41171 6 5 7 2 2 5
Vardas41172 Pavarde41172 4 4 10 5 3 4
Vardas41173 Pavarde41173 9 4 8 8 6 9
Vardas41174 Pavarde41174 6 6 6 4 6 8
Vardas41175 Pavarde41175 6 7 2 2 7 2
Vardas41176 Pavarde41176 10 8 7 6 8 4
Vardas41177 Pavarde41177 10 10 7 3 2 9
Vardas41178 Pavarde41178 8 6 7 2 10 7
Vardas41179 Pavarde41179 2 9 9 9 4 4
Vardas41180 Pavarde41180 6 1 10 8 10 1
Vardas41181 Pavarde41181 10 10 9 10 7 4
Vardas41182 Pavarde41182 8 3 1 1 4 1
Vardas41183 Pavarde41183 9 3 10 2 3 9
Vardas41184 Pavarde41184 5 6 5 4 8 6
Vardas41185 Pavarde41185 9 1 4 10 7 4
Vardas41186 Pavarde41186 2 3 6 3 4 7
Vardas41187 Pavarde41187 4 9 6 5 8 2
Vardas41188 Pavarde41188 8 9 4 10 5 1
Vardas41189 Pavarde41189 9 1 1 4 5 2
Vardas41190 Pavarde41190 1 10 5 10 1 8
Vardas41191 Pavarde41191 4 10 6 3 2 6
Vardas41192 Pavarde41192 1 1 9 9 2 7
