Vardas     Pavarde    ND1  ND2  ND3  ND4  ND5  Egzaminas
Vardas4732 Pavarde4732 3 5 10 8 3 9
Vardas4733 Pavarde4733 5 10 8 5 4 7
Vardas4734 Pavarde4734 3 4 9 6 3 9
Vardas4735 Pavarde4735 7 5 3 7 10 7
Vardas4736 Pavarde4736 10 8 7 2 7 6
Vardas4737 Pavarde4737 9 10 3 10 9 5
Vardas4738 Pavarde4738 1 7 10 3 10 10
Vardas4739 Pavarde4739 4 5 2 4 1 2
Vardas4740 Pavarde4740 5 8 9 10 3 5
Vardas4741 Pavarde4741 9 10 1 8 6 3
Vardas4742 Pavarde4742 4 2 10 9 4 9
Vardas4743 Pavarde4743 6 4 3 2 7 10
Vardas4744 Pavarde4744 8 8 4 4 2 2
Vardas4745 Pavarde4745 7 4 10 8 8 2
Vardas4746 Pavarde4746 4 5 3 4 8 8
Vardas4747 Pavarde4747 10 8 7 7 4 6
Vardas4748 Pavarde4748 6 3 10 6 1 3
Vardas4749 Pavarde4749 10 3 7 10 3 6
Vardas4750 Pavarde4750 6 7 5 6 5 5
Vardas4751 Pavarde4751 2 9 10 3 4 3
Vardas4752 Pavarde4752 6 5 9 5 3 3
Vardas4753 Pavarde4753 3 6 10 10 4 7
Vardas4754 Pavarde4754 3 6 10 1 1 3
Vardas4755 Pavarde4755 2 8 3 10 6 4
Vardas4756 Pavarde4756 3 3 10 9 8 8
Vardas4757 Pavarde4757 8 6 2 4 8 6
Vardas4758 Pavarde4758 6 6 2 5 8 8
Vardas4759 Pavarde4759 2 2 5 3 5 3
Vardas4760 Pavarde4760 7 1 6 1 8 10
Vardas4761 Pavarde4761 9 4 3 6 5 3
Vardas4762 Pavarde4762 5 2 8 7 8 2
Vardas4763 Pavarde4763 4 1 7 6 6 6
Vardas4764 Pavarde4764 1 10 5 1 9 3
Vardas4765 Pavarde4765 3 4 10 6 8 10
Vardas4766 Pavarde4766 4 2 9 8 2 1
Vardas4767 Pavarde4767 2 3 7 1 4 4
Vardas4768 Pavarde4768 3 1 1 4 4 3
Vardas4769 Pavarde4769 4 4 4 7 3 5
Vardas4770 Pavarde4770 3 6 4 9 10 3
Vardas4771 Pavarde4771 4 1 9 1 8 4
Vardas4772 Pavarde4772 6 4 9 7 4 3
Vardas4773 Pavarde4773 3 8 5 4 3 1
Vardas4774 Pavarde4774 4 6 5 8 9 1
Vardas4775 Pavarde4775 9 5 2 4 7 1
Vardas4776 Pavarde4776 3 7 9 9 2 3
Vardas4777 Pavarde4777 8 4 4 10 4 10
Vardas4778 Pavarde4778 6 1 10 4 9 7
Vardas4779 Pavarde4779 5 10 10 9 4 8
Vardas4780 Pavarde4780 9 8 8 2 8 2
Vardas4781 Pavarde4781 9 6 7 8 10 7
Vardas4782 Pavarde4782 1 2 9 9 3 10
Vardas4783 Pavarde4783 6 5 8 9 3 6
Vardas4784 Pavarde4784 3 5 2 10 8 3
Vardas4785 Pavarde4785 9 8 5 3 9 5
Vardas4786 Pavarde4786 2 5 3 10 1 10
Vardas4787 Pavarde4787 8 4 3 9 1 4
Vardas4788 Pavarde4788 7 3 1 7 9 3
Vardas4789 Pavarde4789 5 1 8 7 4 3
Vardas4790 Pavarde4790 3 3 9 4 7 4
Vardas4791 Pavarde4791 7 2 10 3 10 3
Vardas4792 Pavarde4792 8 1 7 7 7 5
Vardas4793 Pavarde4793 8 3 3 5 10 7
Vardas4794 Pavarde4794 9 7 10 8 7 9
Vardas4795 Pavarde4795 5 9 2 8 6 7
Vardas4796 Pavarde4796 8 8 4 8 2 3
Vardas4797 Pavarde4797 5 4 4 8 8 10
Vardas4798 Pavarde4798 4 7 7 10 1 1
Vardas4799 Pavarde4799 9 8 1 8 6 1
Vardas4800 Pavarde4800 2 5 3 9 1 3
Vardas4801 Pavarde4801 3 4 1 10 2 9
Vardas4802 Pavarde4802 4 4 1 2 5 8
Vardas4803 Pavarde4803 2 10 2 4 1 3
Vardas4804 Pavarde4804 1 4 8 4 3 10
Vardas4805 Pavarde4805 6 2 8 1 7 8
Vardas4806 Pavarde4806 1 10 1 7 4 5
Vardas4807 Pavarde4807 7 5 7 3 8 1
Vardas4808 Pavarde4808 8 2 7 6 6 4
Vardas4809 Pavarde4809 3 8 5 2 5 6
Vardas4810 Pavarde4810 1 4 2 7 7 4
Vardas4811 Pavarde4811 7 1 7 4 4 7
Vardas4812 Pavarde4812 3 9 9 8 10 4
Vardas4813 Pavarde4813 3 5 2 4 7 1
Vardas4814 Pavarde4814 3 3 9 3 7 9
Vardas4815 Pavarde4815 4 2 10 6 3 8
Vardas4816 Pavarde4816 7 4 7 7 5 1
Vardas4817 Pavarde4817 4 5 9 6 8 7
Vardas4818 Pavarde4818 10 8 2 6 6 3
Vardas4819 Pavarde4819 9 9 2 5 3 8
Vardas4820 Pavarde4820 1 5 2 7 3 1
Vardas4821 Pavarde4821 1 9 10 5 10 5
Vardas4822 Pavarde4822 4 10 1 8 10 3
Vardas4823 Pavarde4823 3 9 9 5 6 10
Vardas4824 Pavarde4824 1 4 6 7 2 8
Vardas4825 Pavarde4825 10 8 7 2 1 8
Vardas4826 Pavarde4826 5 5 3 5 1 8
Vardas4827 Pavarde4827 8 8 4 3 5 7
Vardas4828 Pavarde4828 9 9 1 10 6 2
Vardas4829 Pavarde4829 5 2 8 5 2 6
Vardas4830 Pavarde4830 3 5 10 2 5 3
Vardas4831 Pavarde4831 3 5 8 9 2 8
Vardas4832 Pavarde4832 3 7 8 4 9 9
Vardas4833 Pavarde4833 2 7 10 1 4 1
Vardas4834 Pavarde4834 5 5 2 10 6 8
Vardas4835 Pavarde4835 8 7 8 6 10 1
Vardas4836 Pavarde4836 4 5 5 7 9 9
Vardas4837 Pavarde4837 8 6 8 5 10 9
Vardas4838 Pavarde4838 2 9 8 5 10 8
Vardas4839 Pavarde4839 3 8 3 4 3 1
Vardas4840 Pavarde4840 7 10 1 9 10 10
Vardas4841 Pavarde4841 5 6 3 1 3 8
Vardas4842 Pavarde4842 5 9 8 8 10 3
Vardas4843 Pavarde4843 4 4 4 10 5 6
Vardas4844 Pavarde4844 8 9 8 4 4 2
Vardas4845 Pavarde4845 4 4 8 9 10 7
Vardas4846 Pavarde4846 1 4 6 6 5 1
Vardas4847 Pavarde4847 2 3 8 10 5 7
Vardas4848 Pavarde4848 7 3 4 2 4 2
Vardas4849 Pavarde4849 5 2 7 3 1 9
Vardas4850 Pavarde4850 4 8 9 10 3 8
Vardas4851 Pavarde4851 9 8 10 7 3 3
Vardas4852 Pavarde4852 8 1 1 6 5 6
Vardas4853 Pavarde4853 4 9 3 10 1 3
Vardas4854 Pavarde4854 7 10 3 3 10 7
Vardas4855 Pavarde4855 6 2 6 10 9 2
Vardas4856 Pavarde4856 2 9 7 8 3 6
Vardas4857 Pavarde4857 8 3 5 6 10 6
Vardas4858 Pavarde4858 8 4 7 10 1 1
Vardas4859 Pavarde4859 7 8 5 3 9 2
Vardas4860 Pavarde4860 2 9 5 6 1 9
Vardas4861 Pavarde4861 1 6 10 8 7 1
Vardas4862 Pavarde4862 1 8 9 5 7 1
Vardas4863 Pavarde4863 6 4 2 9 7 1
Vardas4864 Pavarde4864 5 8 6 10 8 5
Vardas4865 Pavarde4865 3 1 2 10 5 6
Vardas4866 Pavarde4866 7 6 3 5 5 1
Vardas4867 Pavarde4867 5 8 3 5 6 9
Vardas4868 Pavarde4868 4 10 8 8 7 4
Vardas4869 Pavarde4869 3 4 8 5 4 4
Vardas4870 Pavarde4870 4 7 7 5 3 9
Vardas4871 Pavarde4871 10 5 7 6 8 8
Vardas4872 Pavarde4872 6 2 8 1 9 10
Vardas4873 Pavarde4873 10 10 9 6 4 9
Vardas4874 Pavarde4874 4 1 10 10 4 5
Vardas4875 Pavarde4875 4 9 9 10 8 3
Vardas4876 Pavarde4876 1 5 1 4 3 8
Vardas4877 Pavarde4877 5 7 2 3 7 4
Vardas4878 Pavarde4878 5 8 2 5 2 4
Vardas4879 Pavarde4879 4 4 10 3 7 8
Vardas4880 Pavarde4880 4 10 9 2 4 10
Vardas4881 Pavarde4881 8 4 10 5 4 4
Vardas4882 Pavarde4882 1 7 9 2 9 7
Vardas4883 Pavarde4883 7 5 8 9 6 1
Vardas4884 Pavarde4884 10 8 4 7 2 10
Vardas4885 Pavarde4885 1 9 10 9 10 2
Vardas4886 Pavarde4886 2 9 3 5 5 8
Vardas4887 Pavarde4887 6 5 7 10 7 10
Vardas4888 Pavarde4888 1 10 5 1 9 9
Vardas4889 Pavarde4889 7 6 1 10 9 2
Vardas4890 Pavarde4890 10 3 2 7 4 3
Vardas4891 Pavarde4891 1 3 2 8 3 5
Vardas4892 Pavarde4892 10 1 1 2 7 3
Vardas4893 Pavarde4893 7 6 8 9 8 6
Vardas4894 Pavarde4894 5 4 5 10 1 4
Vardas4895 Pavarde4895 8 2 10 6 10 6
Vardas4896 Pavarde4896 2 10 3 1 7 2
Vardas4897 Pavarde4897 3 1 4 5 10 4
Vardas4898 Pavarde4898 9 5 5 1 3 2
Vardas4899 Pavarde4899 1 4 6 2 4 1
Vardas4900 Pavarde4900 2 10 5 3 8 6
Vardas4901 Pavarde4901 5 10 5 7 4 2
Vardas4902 Pavarde4902 7 4 4 1 10 8
Vardas4903 Pavarde4903 10 4 8 7 6 1
Vardas4904 Pavarde4904 5 1 3 4 6 5
Vardas4905 Pavarde4905 8 7 7 5 8 8
Vardas4906 Pavarde4906 6 4 1 1 2 8
Vardas4907 Pavarde4907 1 10 5 9 5 9
Vardas4908 Pavarde4908 9 8 5 10 10 8
Vardas4909 Pavarde4909 9 9 1 10 9 9
Vardas4910 Pavarde4910 8 8 4 2 6 5
Vardas4911 Pavarde4911 10 7 8 10 8 2
Vardas4912 Pavarde4912 2 2 2 3 8 8
Vardas4913 Pavarde4913 10 10 3 6 1 2
Vardas4914 Pavarde4914 3 3 2 8 2 3
Vardas4915 Pavarde4915 2 3 2 7 1 9
Vardas4916 Pavarde4916 9 7 10 1 10 2
Vardas4917 Pavarde4917 6 10 7 6 7 9
Vardas4918 Pavarde4918 6 8 10 1 5 4
Vardas4919 Pavarde4919 6 9 6 3 10 4
Vardas4920 Pavarde4920 7 8 1 9 2 7
Vardas4921 Pavarde4921 6 2 2 3 6 5
Vardas4922 Pavarde4922 2 6 8 5 5 6
Vardas4923 Pavarde4923 8 4 2 1 8 6
Vardas4924 Pavarde4924 9 9 3 9 1 5
Vardas4925 Pavarde4925 1 4 5 6 5 1
Vardas4926 Pavarde4926 1 7 9 3 1 2
Vardas4927 Pavarde4927 1 1 10 9 1 8
Vardas4928 Pavarde4928 1 2 3 1 4 1
Vardas4929 Pavarde4929 1 1 10 8 10 4
Vardas4930 Pavarde4930 6 4 6 7 2 4
Vardas4931 Pavarde4931 4 8 1 2 3 8
Vardas4932 Pavarde4932 9 4 6 5 5 1
Vardas4933 Pavarde4933 4 10 5 5 4 2
Vardas4934 Pavarde4934 4 7 7 10 9 10
Vardas4935 Pavarde4935 1 3 4 9 6 10
Vardas4936 Pavarde4936 3 7 7 10 6 1
Vardas4937 Pavarde4937 2 10 2 4 10 3
Vardas4938 Pavarde4938 7 9 8 1 7 4
Vardas4939 Pavarde4939 5 7 5 10 2 7
Vardas4940 Pavarde4940 3 3 6 5 3 1
Vardas4941 Pavarde4941 4 5 3 9 5 6
Vardas4942 Pavarde4942 9 9 3 8 7 5
Vardas4943 Pavarde4943 6 1 5 6 9 1
Vardas4944 Pavarde4944 1 8 10 8 6 3
Vardas4945 Pavarde4945 5 10 9 7 7 4
Vardas4946 Pavarde4946 6 5 1 4 6 4
Vardas4947 Pavarde4947 5 7 8 9 2 5
Vardas4948 Pavarde4948 7 10 7 1 4 6
Vardas4949 Pavarde4949 9 5 10 6 6 4
Vardas4950 Pavarde4950 9 9 10 10 10 4
Vardas4951 Pavarde4951 7 8 9 1 9 2
Vardas4952 Pavarde4952 4 2 2 9 2 8
Vardas4953 Pavarde4953 6 4 8 8 4 3
Vardas4954 Pavarde4954 6 6 4 2 7 6
Vardas4955 Pavarde4955 3 9 1 4 5 6
Vardas4956 Pavarde4956 2 3 10 9 2 5
Vardas4957 Pavarde4957 3 2 1 8 9 6
Vardas4958 Pavarde4958 1 7 2 4 2 9
Vardas4959 Pavarde4959 7 7 8 8 5 6
Vardas4960 Pavarde4960 1 1 4 10 4 8
Vardas4961 Pavarde4961 9 9 7 1 1 10
Vardas4962 Pavarde4962 2 2 9 10 8 4
Vardas4963 Pavarde4963 1 1 8 1 4 3
Vardas4964 Pavarde4964 3 5 4 1 8 8
Vardas4965 Pavarde4965 4 9 4 3 6 5
Vardas4966 Pavarde4966 2 5 9 7 4 4
Vardas4967 Pavarde4967 8 3 9 5 8 7
Vardas4968 Pavarde4968 10 5 6 8 6 9
Vardas4969 Pavarde4969 4 1 7 9 6 8
Vardas4970 Pavarde4970 4 2 10 2 5 8
Vardas4971 Pavarde4971 1 1 10 6 2 2
Vardas4972 Pavarde4972 9 8 4 5 8 2
Vardas4973 Pavarde4973 8 7 5 9 2 6
Vardas4974 Pavarde4974 4 4 1 10 8 4
Vardas4975 Pavarde4975 9 5 4 2 9 3
Vardas4976 Pavarde4976 10 7 10 3 10 5
Vardas4977 Pavarde4977 8 5 2 6 10 5
Vardas4978 Pavarde4978 4 6 9 9 9 5
Vardas4979 Pavarde4979 6 10 9 5 9 5
Vardas4980 Pavarde4980 4 3 4 9 10 5
Vardas4981 Pavarde4981 3 8 7 6 2 8
Vardas4982 Pavarde4982 10 2 7 6 10 7
Vardas4983 Pavarde4983 9 5 1 5 10 5
Vardas4984 Pavarde4984 1 5 3 1 10 7
Vardas4985 Pavarde4985 10 9 7 8 9 10
Vardas4986 Pavarde4986 5 6 10 5 3 7
Vardas4987 Pavarde4987 4 6 1 2 1 9
Vardas4988 Pavarde4988 9 10 9 9 4 9
Vardas4989 Pavarde4989 8 5 9 5 5 8
Vardas4990 Pavarde4990 10 10 7 7 2 8
Vardas4991 Pavarde4991 4 3 5 8 5 9
Vardas4992 Pavarde4992 3 4 8 3 3 1
Vardas4993 Pavarde4993 6 7 10 9 2 6
Vardas4994 Pavarde4994 2 1 9 4 1 5
Vardas4995 Pavarde4995 5 7 1 5 5 8
Vardas4996 Pavarde4996 3 4 8 6 5 9
Vardas4997 Pavarde4997 10 6 2 1 6 9
Vardas4998 Pavarde4998 3 7 2 10 10 9
Vardas4999 Pavarde4999 10 2 4 4 1 10
Vardas5000 Pavarde5000 2 10 8 4 6 8
Vardas5001 Pavarde5001 1 6 10 1 4 1
Vardas5002 Pavarde5002 2 9 3 9 3 9
Vardas5003 Pavarde5003 2 7 6 9 6 8
Vardas5004 Pavarde5004 8 4 8 8 8 2
Vardas5005 Pavarde5005 1 1 1 4 8 2
Vardas5006 Pavarde5006 2 4 8 8 3 7
Vardas5007 Pavarde5007 3 7 6 5 4 8
Vardas5008 Pavarde5008 10 5 7 5 7 10
Vardas5009 Pavarde5009 8 6 5 4 2 9
Vardas5010 Pavarde5010 10 7 7 3 1 2
Vardas5011 Pavarde5011 8 7 7 5 3 2
Vardas5012 Pavarde5012 6 10 10 9 9 1
Vardas5013 Pavarde5013 10 7 10 1 2 3
Vardas5014 Pavarde5014 5 3 3 10 5 5
Vardas5015 Pavarde5015 3 9 1 8 6 7
Vardas5016 Pavarde5016 6 3 7 9 4 7
Vardas5017 Pavarde5017 4 8 5 6 6 9
Vardas5018 Pavarde5018 7 8 5 3 2 4
Vardas5019 Pavarde5019 6 6 7 10 4 9
Vardas5020 Pavarde5020 10 5 7 1 3 4
Vardas5021 Pavarde5021 8 1 9 4 8 8
Vardas5022 Pavarde5022 4 6 7 9 5 6
Vardas5023 Pavarde5023 6 6 8 7 6 1
Vardas5024 Pavarde5024 7 5 5 6 6 5
Vardas5025 Pavarde5025 5 2 8 1 2 4
Vardas5026 Pavarde5026 5 2 2 8 4 1
Vardas5027 Pavarde5027 9 6 9 10 10 6
Vardas5028 Pavarde5028 3 1 5 3 6 10
Vardas5029 Pavarde5029 1 5 5 5 5 4
Vardas5030 Pavarde5030 4 8 5 5 7 8
Vardas5031 Pavarde5031 10 9 8 8 8 2
Vardas5032 Pavarde5032 3 8 5 3 1 5
Vardas5033 Pavarde5033 7 2 1 4 2 1
Vardas5034 Pavarde5034 8 10 4 9 7 10
Vardas5035 Pavarde5035 4 4 2 1 4 2
Vardas5036 Pavarde5036 10 1 10 5 8 4
Vardas5037 Pavarde5037 9 1 8 7 4 1
Vardas5038 Pavarde5038 10 10 1 7 5 8
Vardas5039 Pavarde5039 2 3 5 5 3 2
Vardas5040 Pavarde5040 9 3 6 9 1 10
Vardas5041 Pavarde5041 4 6 5 8 10 4
Vardas5042 Pavarde5042 4 8 8 10 8 8
Vardas5043 Pavarde5043 6 4 3 1 4 10
Vardas5044 Pavarde5044 7 1 4 9 3 10
Vardas5045 Pavarde5045 10 7 7 1 4 9
Vardas5046 Pavarde5046 10 7 10 3 8 4
Vardas5047 Pavarde5047 9 6 5 9 7 6
Vardas5048 Pavarde5048 8 8 4 7 5 8
Vardas5049 Pavarde5049 9 5 2 2 2 9
Vardas5050 Pavarde5050 1 2 1 7 2 5
Vardas5051 Pavarde5051 3 7 1 10 7 2
Vardas5052 Pavarde5052 6 3 3 7 3 5
Vardas5053 Pavarde5053 9 2 3 6 9 6
Vardas5054 Pavarde5054 10 7 7 5 5 5
Vardas5055 Pavarde5055 8 3 7 5 3 8
Vardas5056 Pavarde5056 2 6 1 2 3 4
Vardas5057 Pavarde5057 10 10 7 2 4 8
Vardas5058 Pavarde5058 2 3 7 6 1 2
Vardas5059 Pavarde5059 8 8 6 8 4 1
Vardas5060 Pavarde5060 6 6 1 2 2 2
Vardas5061 Pavarde5061 1 1 1 6 7 6
Vardas5062 Pavarde5062 10 7 6 7 6 2
Vardas5063 Pavarde5063 7 6 7 2 10 9
Vardas5064 Pavarde5064 7 9 5 5 9 3
Vardas5065 Pavarde5065 8 9 7 6 7 2
Vardas5066 Pavarde5066 10 2 9 9 3 8
Vardas5067 Pavarde5067 9 6 3 10 8 10
Vardas5068 Pavarde5068 9 8 4 6 8 4
Vardas5069 Pavarde5069 4 10 9 4 4 4
Vardas5070 Pavarde5070 7 7 6 10 6 7
Vardas5071 Pavarde5071 3 8 7 7 10 4
Vardas5072 Pavarde5072 4 4 2 7 5 3
Vardas5073 Pavarde5073 1 1 5 9 5 10
Vardas5074 Pavarde5074 6 1 2 5 1 2
Vardas5075 Pavarde5075 8 8 2 4 2 3
Vardas5076 Pavarde5076 4 4 10 10 7 5
Vardas5077 Pavarde5077 7 8 10 6 3 7
Vardas5078 Pavarde5078 10 2 4 1 2 3
Vardas5079 Pavarde5079 8 7 7 1 10 5
Vardas5080 Pavarde5080 10 9 7 1 6 2
Vardas5081 Pavarde5081 8 7 6 5 9 7
Vardas5082 Pavarde5082 2 1 4 4 2 6
Vardas5083 Pavarde5083 6 6 3 4 4 7
Vardas5084 Pavarde5084 5 10 6 1 5 4
Vardas5085 Pavarde5085 6 2 6 10 6 9
Vardas5086 Pavarde5086 5 3 7 6 7 10
Vardas5087 Pavarde5087 8 1 8 2 8 6
Vardas5088 Pavarde5088 2 1 4 8 5 10
Vardas5089 Pavarde5089 10 4 10 8 8 4
Vardas5090 Pavarde5090 5 10 6 9 1 6
Vardas5091 Pavarde5091 1 5 3 7 8 7
Vardas5092 Pavarde5092 2 10 5 7 7 4
Vardas5093 Pavarde5093 8 5 4 8 5 8
Vardas5094 Pavarde5094 9 8 9 1 7 2
Vardas5095 Pavarde5095 2 6 7 5 5 3
Vardas5096 Pavarde5096 2 1 4 1 2 3
Vardas5097 Pavarde5097 4 6 7 10 5 7
Vardas5098 Pavarde5098 9 1 7 6 8 10
Vardas5099 Pavarde5099 3 7 1 6 9 4
Vardas5100 Pavarde5100 4 4 10 10 1 6
Vardas5101 Pavarde5101 3 3 6 1 1 5
Vardas5102 Pavarde5102 5 3 10 10 2 10
Vardas5103 Pavarde5103 2 8 4 10 5 3
Vardas5104 Pavarde5104 2 1 4 3 1 10
Vardas5105 Pavarde5105 8 3 6 1 8 2
Vardas5106 Pavarde5106 6 10 2 7 9 10
Vardas5107 Pavarde5107 8 8 2 8 3 7
Vardas5108 Pavarde5108 8 10 2 8 4 1
Vardas5109 Pavarde5109 9 8 7 2 4 4
Vardas5110 Pavarde5110 3 3 4 7 4 3
Vardas5111 Pavarde5111 6 10 7 7 3 9
Vardas5112 Pavarde5112 8 8 5 5 4 2
Vardas5113 Pavarde5113 6 5 6 2 5 3
Vardas5114 Pavarde5114 2 7 4 4 8 4
Vardas5115 Pavarde5115 1 6 3 2 10 1
Vardas5116 Pavarde5116 4 2 7 1 6 6
Vardas5117 Pavarde5117 10 8 10 6 2 3
Vardas5118 Pavarde5118 10 4 10 9 7 2
Vardas5119 Pavarde5119 9 2 4 10 6 8
Vardas5120 Pavarde5120 4 5 5 5 6 3
Vardas5121 Pavarde5121 1 6 10 4 1 7
Vardas5122 Pavarde5122 8 6 3 1 9 10
Vardas5123 Pavarde5123 1 4 10 5 4 9
Vardas5124 Pavarde5124 9 3 2 2 6 3
Vardas5125 Pavarde5125 5 10 5 3 10 6
Vardas5126 Pavarde5126 4 7 1 7 7 5
Vardas5127 Pavarde5127 2 6 2 3 1 8
Vardas5128 Pavarde5128 9 3 9 1 9 8
Vardas5129 Pavarde5129 8 4 3 5 3 4
Vardas5130 Pavarde5130 1 2 2 5 3 5
Vardas5131 Pavarde5131 7 10 7 7 1 9
Vardas5132 Pavarde5132 9 2 10 5 10 6
Vardas5133 Pavarde5133 7 2 8 9 8 7
Vardas5134 Pavarde5134 9 10 1 5 8 1
Vardas5135 Pavarde5135 7 6 9 3 7 9
Vardas5136 Pavarde5136 2 2 1 10 4 7
Vardas5137 Pavarde5137 5 6 3 3 1 3
Vardas5138 Pavarde5138 8 3 1 7 8 6
Vardas5139 Pavarde5139 8 3 7 7 4 5
Vardas5140 Pavarde5140 7 5 7 6 8 2
Vardas5141 Pavarde5141 8 8 2 6 2 4
Vardas5142 Pavarde5142 10 2 6 5 4 6
Vardas5143 Pavarde5143 1 2 6 5 7 6
Vardas5144 Pavarde5144 9 8 10 9 6 6
Vardas5145 Pavarde5145 4 1 6 9 10 10
Vardas5146 Pavarde5146 9 10 5 8 8 6
Vardas5147 Pavarde5147 9 10 5 1 9 3
Vardas5148 Pavarde5148 7 6 4 5 6 2
Vardas5149 Pavarde5149 9 4 3 5 7 6
Vardas5150 Pavarde5150 7 10 3 1 7 1
Vardas5151 Pavarde5151 7 8 9 2 6 3
Vardas5152 Pavarde5152 3 5 7 2 8 10
Vardas5153 Pavarde5153 7 10 8 2 4 4
Vardas5154 Pavarde5154 4 8 9 7 10 6
Vardas5155 Pavarde5155 5 1 10 8 10 6
Vardas5156 Pavarde5156 5 4 7 6 7 1
Vardas5157 Pavarde5157 8 2 1 5 4 7
Vardas5158 Pavarde5158 6 10 1 1 8 5
Vardas5159 Pavarde5159 3 8 6 4 4 8
Vardas5160 Pavarde5160 9 7 3 2 8 9
Vardas5161 Pavarde5161 1 4 8 7 6 1
Vardas5162 Pavarde5162 2 1 2 5 5 5
Vardas5163 Pavarde5163 7 8 6 5 6 2
Vardas5164 Pavarde5164 10 3 9 3 5 9
Vardas5165 Pavarde5165 1 7 1 1 1 2
Vardas5166 Pavarde5166 2 6 4 1 1 7
Vardas5167 Pavarde5167 2 7 3 8 1 6
Vardas5168 Pavarde5168 2 8 10 1 8 8
Vardas5169 Pavarde5169 8 3 10 5 4 3
Vardas5170 Pavarde5170 4 6 3 2 1 10
Vardas5171 Pavarde5171 8 3 9 3 4 5
Vardas5172 Pavarde5172 2 4 7 8 2 1
Vardas5173 Pavarde5173 8 10 5 6 4 2
Vardas5174 Pavarde5174 6 4 7 7 9 2
Vardas5175 Pavarde5175 2 2 9 2 7 5
Vardas5176 Pavarde5176 6 5 1 3 5 1
Vardas5177 Pavarde5177 6 4 7 2 10 4
Vardas5178 Pavarde5178 7 5 2 7 2 5
Vardas5179 Pavarde5179 2 2 1 3 3 6
Vardas5180 Pavarde5180 9 10 7 4 10 9
Vardas5181 Pavarde5181 7 9 4 9 9 9
Vardas5182 Pavarde5182 4 4 8 6 9 2
Vardas5183 Pavarde5183 9 10 2 1 5 10
Vardas5184 Pavarde5184 4 2 9 2 5 1
Vardas5185 Pavarde5185 4 6 8 3 3 9
Vardas5186 Pavarde5186 3 10 3 3 3 9
Vardas5187 Pavarde5187 2 4 7 10 6 10
Vardas5188 Pavarde5188 2 4 9 10 3 3
Vardas5189 Pavarde5189 7 4 1 7 4 7
Vardas5190 Pavarde5190 2 9 10 10 6 8
Vardas5191 Pavarde5191 2 6 9 10 9 3
Vardas5192 Pavarde5192 4 4 9 4 10 1
Vardas5193 Pavarde5193 2 4 2 1 4 5
Vardas5194 Pavarde5194 5 2 5 1 8 7
Vardas5195 Pavarde5195 4 10 8 4 9 7
Vardas5196 Pavarde5196 4 4 2 10 2 9
Vardas5197 Pavarde5197 1 6 9 5 7 7
Vardas5198 Pavarde5198 6 8 7 5 7 6
Vardas5199 Pavarde5199 4 4 2 3 10 8
Vardas5200 Pavarde5200 3 8 8 7 8 2
Vardas5201 Pavarde5201 5 9 2 8 7 6
Vardas5202 Pavarde5202 1 5 9 5 4 10
Vardas5203 Pavarde5203 7 2 2 6 2 6
Vardas5204 Pavarde5204 1 4 4 5 3 1
Vardas5205 Pavarde5205 2 6 6 1 9 9
Vardas5206 Pavarde5206 10 7 7 2 10 6
Vardas5207 Pavarde5207 8 4 6 10 4 5
Vardas5208 Pavarde5208 1 9 4 10 6 1
Vardas5209 Pavarde5209 9 5 9 10 7 5
Vardas5210 Pavarde5210 4 2 6 10 3 2
Vardas5211 Pavarde5211 7 6 5 3 2 5
Vardas5212 Pavarde5212 6 6 9 3 8 3
Vardas5213 Pavarde5213 10 3 2 1 4 9
Vardas5214 Pavarde5214 9 10 6 5 7 2
Vardas5215 Pavarde5215 4 6 5 1 6 3
Vardas5216 Pavarde5216 4 1 3 9 10 8
Vardas5217 Pavarde5217 10 7 5 8 9 7
Vardas5218 Pavarde5218 2 7 5 6 4 8
Vardas5219 Pavarde5219 2 9 2 1 4 1
Vardas5220 Pavarde5220 2 2 3 8 2 6
Vardas5221 Pavarde5221 7 8 7 6 4 8
Vardas5222 Pavarde5222 9 4 8 3 3 6
Vardas5223 Pavarde5223 7 3 1 8 4 1
Vardas5224 Pavarde5224 5 7 7 7 6 1
Vardas5225 Pavarde5225 5 8 5 8 7 6
Vardas5226 Pavarde5226 5 5 4 10 6 4
Vardas5227 Pavarde5227 10 4 9 6 6 4
Vardas5228 Pavarde5228 2 1 8 9 6 5
Vardas5229 Pavarde5229 4 5 2 2 2 7
Vardas5230 Pavarde5230 10 7 4 5 8 7
Vardas5231 Pavarde5231 7 8 2 9 9 1
Vardas5232 Pavarde5232 1 9 2 7 4 8
Vardas5233 Pavarde5233 9 5 6 9 10 7
Vardas5234 Pavarde5234 1 7 5 3 9 8
Vardas5235 Pavarde5235 10 9 2 1 10 5
Vardas5236 Pavarde5236 1 1 7 5 8 8
Vardas5237 Pavarde5237 10 1 10 10 4 5
Vardas5238 Pavarde5238 9 4 1 3 2 4
Vardas5239 Pavarde5239 9 4 5 5 4 10
Vardas5240 Pavarde5240 4 5 6 1 8 10
Vardas5241 Pavarde5241 10 3 1 4 7 3
Vardas5242 Pavarde5242 3 2 3 5 1 5
Vardas5243 Pavarde5243 7 1 3 1 6 5
Vardas5244 Pavarde5244 4 3 8 9 10 3
Vardas5245 Pavarde5245 5 5 9 3 6 10
Vardas5246 Pavarde5246 2 9 3 4 2 1
Vardas5247 Pavarde5247 9 3 3 7 1 3
Vardas5248 Pavarde5248 2 1 8 3 9 7
